rel_x,rel_y,screen_x,screen_y
0.4186660913529249,0.369509890395295,360,225
0.4206667464397006,0.34484751928089064,360,225
0.42111089453397466,0.36016890973359755,360,225
0.4233856779085019,0.3671480647014502,360,225
0.4295026348202546,0.34728450658830934,360,225
0.4287121464963387,0.33887767497893595,360,225
0.41735502932428115,0.3382809607022651,360,225
0.4198632714741979,0.3292786428188263,360,225
0.42372925727709687,0.3306161472433074,360,225
0.4240531488435455,0.352207416771537,360,225
0.423740535317769,0.3416561307157753,360,225
0.426159993447661,0.3455393406903774,360,225
0.421484149025515,0.3594663827122519,360,225
0.4245174731616172,0.37392867553310677,360,225
0.42161551854247625,0.3686052424245756,360,225
0.4227735979527299,0.3666518492196243,360,225
0.4259364025128003,0.3678291395045326,360,225
0.43214373936744754,0.3472557743203555,360,225
0.42509766007368255,0.3538319841276136,360,225
0.421044576739923,0.3420309488127403,360,225
0.4225401684897222,0.3390514232925315,360,225
0.4210825159423044,0.33534979038872204,360,225
0.4213823852151321,0.33077881777658447,360,225
0.4241830406632153,0.3503779182783341,360,225
0.424380312745142,0.3377023158369937,360,225
0.4238060235324679,0.34622805378450533,360,225
0.4256594396708471,0.3458525023492398,360,225
0.42586570969115795,0.35879794947016164,360,225
0.42639212468465815,0.35537377006103343,360,225
0.42167851693614306,0.3453514358951695,360,225
0.42822308133794107,0.3493854271904303,720,225
0.4175965573406923,0.3479177739927711,720,225
0.4165053244291452,0.35154929522160727,720,225
0.4180783731976916,0.3399736626381781,720,225
0.41560770592937335,0.3499923341160015,720,225
0.4182591488928509,0.34811224431150145,720,225
0.41991793217550455,0.3560044926988061,720,225
0.4181719704250818,0.3443765965655391,720,225
0.45837290570350187,0.342459698230694,720,225
0.48056616584892103,0.3604028649716632,720,225
0.4853356175939072,0.3530638725136337,720,225
0.47889965447562977,0.34581051283546727,720,225
0.47872196746867746,0.3500448003707299,720,225
0.4795806311406592,0.3543433997169158,720,225
0.48135123837791005,0.37109032196579683,720,225
0.47144348202284825,0.3587601732745427,720,225
0.4769165946015012,0.3508946416958497,720,225
0.4741391977762697,0.3595105616942085,720,225
0.4777789769311478,0.3571132099250006,720,225
