rel_x,rel_y,screen_x,screen_y
0.6013262614913367,0.5336780737312452,50,50
0.4993425555097355,0.4723321081987987,50,50
0.509386107543931,0.4969969612121725,50,50
0.5170882081555068,0.4534489057907162,50,50
0.5072430651220071,0.47895638615241154,50,50
0.5291797242650302,0.4691065379602353,50,50
0.5242781577772012,0.4766831141380574,50,50
0.5280001671443616,0.49125413898658454,50,50
0.5422751047184122,0.4602252396118621,50,50
0.525876396739752,0.41344725324295784,50,50
0.5499745635108065,0.34325448827255156,50,50
0.5183807053921909,0.4187792173891499,50,50
0.5243825776148276,0.4386447186276151,50,50
0.525552020203615,0.46827703010620486,50,50
0.5125455149836898,0.44715827049793766,50,50
0.5278580332381614,0.489924145359351,50,50
0.5131046702261263,0.45508112930924766,50,50
0.4458316306991825,0.40161582492523085,50,50
0.45099548600986605,0.390542621630829,50,50
0.4574739773006783,0.4338909117979129,50,50
0.4555242372524213,0.4299944301705462,50,50
0.4949320267180478,0.46115104914554317,50,50
0.4651447911147051,0.46672481024225304,50,50
0.4845846776958993,0.45907011796951347,50,50
0.45891077496815735,0.497548541903307,50,50
0.4849320225791093,0.46819948152026636,50,50
0.4726170541754834,0.42477190984559465,50,50
0.461627558199204,0.4526423838686381,50,50
0.45650387076309185,0.43034419748139086,50,50
0.46260962184388194,0.48967211619466533,50,50
0.4499671249870043,0.4712951046357921,150,50
0.45792395515539897,0.42802713418935256,150,50
0.46238992411140867,0.4798683523469177,150,50
0.44848950556306644,0.4848430095892643,150,50
0.4483890908252893,0.3886435572257848,150,50
0.5084788171044476,0.4690767773765101,150,50
0.5055155702878136,0.4895310527164406,150,50
0.5002210954983157,0.4469861426030653,150,50
0.4861638450028738,0.4574772462901545,150,50
0.48958831986334617,0.42772535673461887,150,50
0.456512764232301,0.43752359971828253,150,50
0.4738943857651391,0.4407388729279899,150,50
0.48051785341897474,0.4556865933257186,150,50
0.4899997123245313,0.4394858088663466,150,50
0.4733942671449335,0.4607538426864627,150,50
0.46754638967234596,0.46766907307806244,150,50
0.4844895676355607,0.47040864717168673,150,50
0.4841436479456631,0.5086207192441452,150,50
0.49756277411468397,0.45268164156086166,150,50
0.48831116291454346,0.44423183162310553,150,50
0.4914812858383679,0.4825567141202803,150,50
0.47340788902012854,0.4340469122874886,150,50
0.4861229053419678,0.44934331446391507,150,50
0.4531268580084439,0.4425938419288694,150,50
0.4742505175021278,0.4083122323267698,150,50
0.45164969989171044,0.4169082186890022,150,50
0.4428702643404063,0.4084526565206159,150,50
0.5462772121245947,0.43323365587029755,150,50
0.5338356210622974,0.40923468270430813,150,50
0.541401215732417,0.40791301355611914,150,50
0.5394558213419236,0.3611479009462939,250,50
0.5453814467274467,0.3745884843391333,250,50
0.5526178944547141,0.4323834092276417,250,50
0.5727047519290016,0.332951986280432,250,50
0.6537774908470457,0.3808461421101829,250,50
0.5294053178027305,-0.1805739427661167,250,50
0.5395383459621628,0.5311533071289752,250,50
0.5539543146154807,-0.37279979333461555,250,50
0.5797021851152271,0.2506557551563715,250,50
0.3526098878501346,0.5666067544789507,250,50
0.25981700404786834,0.376678754056588,250,50
0.29956325828942165,0.446055627477381,250,50
0.3151226120601652,0.48973041135472195,250,50
0.3681474762392988,0.3914502061438077,250,50
0.3125722689684206,0.4912604126418371,250,50
0.2942359057621502,0.41105008793224285,250,50
0.33152220232934626,0.39605152450846925,250,50
0.3336797825773459,0.3728460389265295,250,50
0.385304346146666,0.3795079898925231,250,50
0.41187763902912095,0.36465284916032625,250,50
0.4065866197830565,0.30772791269017963,250,50
0.4518358175718226,0.36539703224100006,250,50
0.45885096054405494,0.35168342412493464,250,50
0.4574556836049813,0.3952410200262977,250,50
0.46648298742681477,0.37635874822419435,250,50
0.4660328942008442,0.3342587256161298,250,50
0.449890615915831,0.3763702190379461,250,50
0.4570738990731912,0.38429490632155383,250,50
0.468803225581944,0.3670852271770279,250,50
0.47929782221370026,0.3866603445191088,250,50
0.46788939782705186,0.3515063673882566,350,50
0.47971557843468104,0.3599727822314003,350,50
0.47571280600473487,0.36899296278881033,350,50
0.4918584083964179,0.37422902175325073,350,50
0.493103710369871,0.4031354628245125,350,50
0.47337496269681006,0.40972865780164197,350,50
0.5040530925037139,0.4162425621521385,350,50
0.48485041763038417,0.39607669969300274,350,50
0.5084044272736707,0.37401232686356334,350,50
0.4919818120247065,0.3855455394367733,350,50
0.5081571686358619,0.40255468271893713,350,50
0.47857773468306397,0.3997014658485911,350,50
0.48577693692569257,0.41550048624573604,350,50
0.4853878928705472,0.4446266526497985,350,50
0.495479308721002,0.38734745856649855,350,50
0.4475953925401977,0.4454104323532405,350,50
0.4782901306655646,0.4096403671876133,350,50
0.485874827609368,0.41192730056561366,350,50
0.47155279823884527,0.34190798517478416,350,50
0.527917444786603,0.3794791918960878,350,50
0.48262115457232757,0.4163102314776107,350,50
0.4844578022929905,0.4032045836767831,350,50
0.48614850914272856,0.3602859386967582,350,50
0.4809081697891599,0.39007275027406857,350,50
0.48131881093422146,0.3921584935839955,350,50
0.47856284719446684,0.37974816849609994,350,50
0.4753081028660999,0.36870038652669856,350,50
0.4657466228023932,0.3339504834766417,350,50
0.48610391202964826,0.26403482141298423,350,50
0.5133173482318026,-0.3494976935898382,350,50
0.5174844973573611,0.33862734512241044,450,50
0.5106732939605623,0.33294547395641333,450,50
0.4938882327232486,0.4197714355552269,450,50
0.48549394024450904,0.4034373148669613,450,50
0.4772025268247583,0.40938442761466426,450,50
0.4753210353100996,0.3894042624054106,450,50
0.49178912896590576,0.41921111273449185,450,50
0.4859865765919114,0.4075278701505163,450,50
0.5014543372986215,0.45083338458029165,450,50
0.5079609807216524,0.45562487336713425,450,50
0.501476747087272,0.41707934762989296,450,50
0.4948396596466928,0.39050122740283866,450,50
0.5032814109281638,0.4398248688181277,450,50
0.493347032202034,0.41641037657485724,450,50
0.492045402648077,0.43594913877467095,450,50
0.4978292725823653,0.44326332971421845,450,50
0.48877987597345685,0.4298801289847543,450,50
0.49305101671708096,0.4540056735942164,450,50
0.5010773836163299,0.44708360154464566,450,50
0.49831303714019515,0.40775760325575294,450,50
0.5005669092861784,0.4260868562301805,450,50
0.4960101830687667,0.4162767835891421,450,50
0.4956577963903419,0.42054813152687714,450,50
0.48855547377298,0.39650802520988576,450,50
0.48387800044579504,0.4240453879839876,450,50
0.48725428398465953,0.40922291163315355,450,50
0.48828871309643707,0.433807722121352,450,50
0.47732127249955986,0.4200161336337264,450,50
0.483091022112914,0.4109055060619533,450,50
0.47665337018385523,0.4150565399889513,450,50
0.4809821255344109,0.43069596296435364,550,50
0.4841427338155285,0.4182991211535706,550,50
0.48999014310782,0.43083807361446175,550,50
0.4886762879335121,0.41904410340101683,550,50
0.5013881823765282,0.39282474519223914,550,50
0.5011753115810261,0.4093309593488764,550,50
0.5092656426694674,0.4163270535239649,550,50
0.5030403937813673,0.4281394939048203,550,50
0.513806434006121,0.42992992437561484,550,50
0.5074150796000674,0.4156498650575402,550,50
0.5074367981229941,0.41139386193537836,550,50
0.49890072905058946,0.40138290603672216,550,50
0.506155701906534,0.41590624154045697,550,50
0.5012745349080641,0.3965564330308524,550,50
0.5034096090788441,0.39760591134610423,550,50
0.49458572341134766,0.41219602839647773,550,50
0.5041188455534065,0.4148421364656827,550,50
0.5047272654075273,0.4198331935998345,550,50
0.5037623276014659,0.40965022944702356,550,50
0.508149014202006,0.3995306617408793,550,50
0.5027924689712177,0.4140713524813069,550,50
0.5066082460979315,0.411736897594147,550,50
0.5006400327471265,0.4094054372685643,550,50
0.5100792082676943,0.41095771033334,550,50
0.5136431901994908,0.41134666557103566,550,50
0.5163298252501699,0.41426946194280156,550,50
0.5199353221971941,0.415728153133071,550,50
0.5201070715935899,0.4133576466905984,550,50
0.5226509805492394,0.403269451278246,550,50
0.5219299707877821,0.40368752570134003,550,50
0.5111122482436716,0.40126751023708995,650,50
0.5087549155572341,0.38751228982956865,650,50
0.5006829886803752,0.3841813315890889,650,50
0.5024019478395936,0.3909601356949771,650,50
0.5000559263567982,0.39184066689823926,650,50
0.50787734233624,0.4089367000743752,650,50
0.5100021774916721,0.39557636302508076,650,50
0.5208336235129741,0.41961358154094286,650,50
0.5126557933239351,0.4092426390026075,650,50
0.5163171228055234,0.41213498652323877,650,50
0.5189047970289677,0.41563732609885407,650,50
0.5197757270210777,0.4067018614596822,650,50
0.518515299098463,0.4225856550340459,650,50
0.5114506822541929,0.4030398787941557,650,50
0.5144429221778368,0.4217919617894757,650,50
0.5159443206661583,0.42292566114409913,650,50
0.5178106533649834,0.4052253193464319,650,50
0.5226462737705809,0.4096057492934848,650,50
0.4479111798351746,0.3273032023065484,650,50
0.4409121661083341,0.06249012359964386,650,50
0.4590695253715531,0.20396435189688794,650,50
0.5067853843034433,0.3424864031343283,650,50
0.5013564849283438,0.34171865637882404,650,50
0.5080898460305101,0.3411844720468197,650,50
0.5099152015563527,0.3612342239305757,650,50
0.5123496068824465,0.38393918483236567,650,50
0.5183283074174746,0.37706352460656234,650,50
0.5226160671479692,0.39836740149795735,650,50
0.52536697689529,0.39639844232041854,650,50
0.5223880487234067,0.40339259702857333,650,50
0.5238773952590539,0.40176495224324626,750,50
0.5213625827546332,0.40220584544933535,750,50
0.5258716270287551,0.4207977579116217,750,50
0.5302455197883917,0.41197526572359455,750,50
0.5326574136472646,0.4189276657705609,750,50
0.5248666801981984,0.41452059590196655,750,50
0.5217264842833291,0.42633551919059165,750,50
0.5386813368170891,0.41773470647185906,750,50
0.5324483216069096,0.4205046564395113,750,50
0.5268950512812474,0.39655355539360426,750,50
0.5305604790634719,0.4328178052681274,750,50
0.534357192415374,0.4011488578107975,750,50
0.532159185768855,0.3834602994077423,750,50
0.5347207334812849,0.37346442184450296,750,50
0.5368802670142068,0.3858870526945127,750,50
0.5288158348569675,0.3887994994268029,750,50
0.5240230592562243,0.39068500696026054,750,50
0.5291614341818779,0.42269802408160684,750,50
0.5229933506819202,0.41156915827588847,750,50
0.5167906532395705,0.4071103485351678,750,50
0.4396376154927517,0.39291848059512147,750,50
0.446658093094487,0.40545538317437013,750,50
0.4444530495864095,0.4091506615754702,750,50
0.443610029663977,0.4018820617404608,750,50
0.45529271896652923,0.3854613320323901,750,50
0.4512342921071939,0.37614263952440025,750,50
0.44794841913438466,0.3603723110839342,750,50
0.45747605430078897,0.36652005743386196,750,50
0.45302100371192167,0.36748943963463204,750,50
0.4496294897447735,0.36003246929611066,750,50
0.46328225727865235,0.3687170950551476,50,150
0.46230692968331977,0.35451714895445474,50,150
0.4538940278028195,0.3392491053145953,50,150
0.4537117063957727,0.34085481274779683,50,150
0.4466601413886603,0.3515470765856329,50,150
0.4438048243436157,0.3664472617613621,50,150
0.4383425619616125,0.3465359145430458,50,150
0.4477773188422014,0.34976464629860116,50,150
0.43968492109082224,0.40554177667312175,50,150
0.43902016571569014,0.3952952746297721,50,150
0.4413869777731455,0.3716794027763305,50,150
0.4457237504251442,0.36975300840932185,50,150
0.4487299247502903,0.378939539279153,50,150
0.4519561154380074,0.36290377649527444,50,150
0.45062086216335073,0.34863902700895555,50,150
0.45815030872801843,0.35526117460180295,50,150
0.46520427609301107,0.38994049567093453,50,150
0.46686316723050275,0.38087578275777234,50,150
0.45983427575764557,0.3905392658393336,50,150
0.4590167617942229,0.38830789809218796,50,150
0.4616059396378784,0.38010332861422136,50,150
0.4548817286323359,0.382164261878538,50,150
0.4507780656180508,0.3850998213127341,50,150
0.42820114616451843,0.3771902648534349,50,150
0.4275485264150517,0.3870359417418974,50,150
0.43922489242856994,0.39069255918951706,50,150
0.43274588544918846,0.3915652225464591,50,150
0.4341724896865802,0.3775098436387284,50,150
0.4303929684266523,0.37418930684687335,50,150
0.4418097593164947,0.36453004219801943,50,150
0.4455578374719309,0.3715842376477403,150,150
0.4438475300314675,0.3627847186173846,150,150
0.44618006254854836,0.37171167777380315,150,150
0.4539933490903166,0.36318816041139723,150,150
0.45433014157573265,0.370156693259795,150,150
0.46140286351551174,0.38543120555984023,150,150
0.4538071121916335,0.38114328496877936,150,150
0.45762602627608573,0.37673329762994257,150,150
0.45777101117417285,0.36773353664272523,150,150
0.4685405911895375,0.3749412286397518,150,150
0.462838934632532,0.39065483439629245,150,150
0.4543567874014993,0.390918534045781,150,150
0.4591291377379843,0.3843821917281915,150,150
0.45540872895277285,0.37218555035391176,150,150
0.4609321233718925,0.3854097071023648,150,150
0.4625532196077776,0.37519707744396946,150,150
0.44727177845284793,0.3732271256666949,150,150
